"season","dateBorn","position","playerName","team","dateSeasonStart","playerAgeYrs"
"2013",1991-03-21,"B","Milan Heča","1. FC Slovácko",2012-07-27,21.3671232876712
"2013",1983-11-29,"B","Dušan Melichárek","1. FC Slovácko",2012-07-27,28.6794520547945
"2013",1992-03-24,"O","Martin Hála","1. FC Slovácko",2012-07-27,20.3561643835616
"2013",1990-06-17,"O","Stanislav Hofmann","1. FC Slovácko",2012-07-27,22.1260273972603
"2013",1992-02-25,"O","Tomáš Jeleček","1. FC Slovácko",2012-07-27,20.4328767123288
"2013",1990-01-13,"O","Tomáš Košút","1. FC Slovácko",2012-07-27,22.5506849315069
"2013",1987-06-22,"O","Lukáš Kubáň","1. FC Slovácko",2012-07-27,25.1150684931507
"2013",1984-04-01,"O","Martin Kuncl","1. FC Slovácko",2012-07-27,28.3397260273973
"2013",1982-05-20,"O","Radek Mezlík","1. FC Slovácko",2012-07-27,30.2082191780822
"2013",1992-05-01,"O","René Mikulica","1. FC Slovácko",2012-07-27,20.2520547945205
"2013",1989-05-23,"O","Petr Reinberk","1. FC Slovácko",2012-07-27,23.1945205479452
"2013",1976-04-09,"O","Jan Trousil","1. FC Slovácko",2012-07-27,36.3232876712329
"2013",1991-07-15,"Z","Vlastimil Daníček","1. FC Slovácko",2012-07-27,21.0493150684932
"2013",1991-04-24,"Z","Ondřej Franta","1. FC Slovácko",2012-07-27,21.2739726027397
"2013",1983-12-09,"Z","Lukáš Fujerik","1. FC Slovácko",2012-07-27,28.6520547945205
"2013",1991-04-30,"Z","Filip Hlúpik","1. FC Slovácko",2012-07-27,21.2575342465753
"2013",1989-05-29,"Z","Martin Holek","1. FC Slovácko",2012-07-27,23.1780821917808
"2013",1978-02-11,"Z","Michal Kordula","1. FC Slovácko",2012-07-27,34.4794520547945
"2013",1983-03-17,"Z","Jan Martykán","1. FC Slovácko",2012-07-27,29.3835616438356
"2013",1987-07-09,"Z","Zdeněk Šturma","1. FC Slovácko",2012-07-27,25.0684931506849
"2013",1994-05-17,"Z","Michal Trávník","1. FC Slovácko",2012-07-27,18.2082191780822
"2013",1988-02-14,"Z","Jiří Valenta","1. FC Slovácko",2012-07-27,24.4657534246575
"2013",1984-04-07,"Z","Ladislav Volešák","1. FC Slovácko",2012-07-27,28.3232876712329
"2013",1990-02-13,"U","Josef Čtvrtníček","1. FC Slovácko",2012-07-27,22.4657534246575
"2013",1978-04-24,"U","Libor Došek","1. FC Slovácko",2012-07-27,34.2821917808219
"2013",1993-02-15,"U","Roman Haša","1. FC Slovácko",2012-07-27,19.4575342465753
"2013",1989-09-10,"U","Milan Kerbr","1. FC Slovácko",2012-07-27,22.8931506849315
"2013",1993-08-13,"U","Marián Kovář","1. FC Slovácko",2012-07-27,18.9671232876712
"2013",1988-06-22,"U","Marek Kuzma","1. FC Slovácko",2012-07-27,24.1123287671233
"2013",1988-08-25,"U","Jan Lukáš","1. FC Slovácko",2012-07-27,23.9369863013699
"2013",1990-03-12,"U","Ilija Nestorovski","1. FC Slovácko",2012-07-27,22.3917808219178
"2013",1992-03-12,"U","Jiří Skalák","1. FC Slovácko",2012-07-27,20.3890410958904
"2013",1986-08-13,"U","Radek Szmek","1. FC Slovácko",2012-07-27,25.972602739726
"2012",1973-09-23,"B","Miroslav Filipko","1. FC Slovácko",2011-07-29,37.8712328767123
"2012",1991-03-21,"B","Milan Heča","1. FC Slovácko",2011-07-29,20.3698630136986
"2012",1983-11-29,"B","Dušan Melichárek","1. FC Slovácko",2011-07-29,27.6821917808219
"2012",1992-02-25,"O","Tomáš Jeleček","1. FC Slovácko",2011-07-29,19.4356164383562
"2012",1990-01-13,"O","Tomáš Košút","1. FC Slovácko",2011-07-29,21.5534246575342
"2012",1987-06-22,"O","Lukáš Kubáň","1. FC Slovácko",2011-07-29,24.1178082191781
"2012",1984-04-01,"O","Martin Kuncl","1. FC Slovácko",2011-07-29,27.3424657534247
"2012",1982-05-20,"O","Radek Mezlík","1. FC Slovácko",2011-07-29,29.2109589041096
"2012",1989-05-23,"O","Petr Reinberk","1. FC Slovácko",2011-07-29,22.1972602739726
"2012",1976-04-09,"O","Jan Trousil","1. FC Slovácko",2011-07-29,35.3260273972603
"2012",1991-07-15,"Z","Vlastimil Daníček","1. FC Slovácko",2011-07-29,20.0520547945205
"2012",1991-04-24,"Z","Ondřej Franta","1. FC Slovácko",2011-07-29,20.2767123287671
"2012",1983-12-09,"Z","Lukáš Fujerik","1. FC Slovácko",2011-07-29,27.6547945205479
"2012",1991-04-30,"Z","Filip Hlúpik","1. FC Slovácko",2011-07-29,20.2602739726027
"2012",1978-02-11,"Z","Michal Kordula","1. FC Slovácko",2011-07-29,33.4821917808219
"2012",1991-05-18,"Z","David Pavelka","1. FC Slovácko",2011-07-29,20.2109589041096
"2012",1988-02-22,"Z","Jiří Perůtka","1. FC Slovácko",2011-07-29,23.4465753424658
"2012",1983-07-13,"Z","Miroslav Poliaček","1. FC Slovácko",2011-07-29,28.0630136986301
"2012",1994-05-17,"Z","Michal Trávník","1. FC Slovácko",2011-07-29,17.2109589041096
"2012",1983-01-04,"Z","Vít Valenta","1. FC Slovácko",2011-07-29,28.5835616438356
"2012",1984-04-07,"Z","Ladislav Volešák","1. FC Slovácko",2011-07-29,27.3260273972603
"2012",1990-02-13,"U","Josef Čtvrtníček","1. FC Slovácko",2011-07-29,21.4684931506849
"2012",1978-04-24,"U","Libor Došek","1. FC Slovácko",2011-07-29,33.2849315068493
"2012",1989-09-10,"U","Milan Kerbr","1. FC Slovácko",2011-07-29,21.8958904109589
"2012",1993-08-13,"U","Marián Kovář","1. FC Slovácko",2011-07-29,17.9698630136986
"2012",1988-08-25,"U","Jan Lukáš","1. FC Slovácko",2011-07-29,22.9397260273973
"2012",1988-04-30,"U","Václav Ondřejka","1. FC Slovácko",2011-07-29,23.2602739726027
"2011",1973-09-23,"B","Miroslav Filipko","1. FC Slovácko",2010-07-16,36.8356164383562
"2011",1987-08-18,"B","Tomáš Fryšták","1. FC Slovácko",2010-07-16,22.9260273972603
"2011",1991-03-21,"B","Milan Heča","1. FC Slovácko",2010-07-16,19.3342465753425
"2011",1984-05-05,"B","Ilya Matalyha","1. FC Slovácko",2010-07-16,26.213698630137
"2011",1992-02-25,"O","Tomáš Jeleček","1. FC Slovácko",2010-07-16,18.4
"2011",1990-01-13,"O","Tomáš Košút","1. FC Slovácko",2010-07-16,20.5178082191781
"2011",1987-06-22,"O","Lukáš Kubáň","1. FC Slovácko",2010-07-16,23.0821917808219
"2011",1984-04-01,"O","Martin Kuncl","1. FC Slovácko",2010-07-16,26.3068493150685
"2011",1982-05-20,"O","Radek Mezlík","1. FC Slovácko",2010-07-16,28.1753424657534
"2011",1987-09-28,"O","Daniel Nešpor","1. FC Slovácko",2010-07-16,22.813698630137
"2011",1989-05-23,"O","Petr Reinberk","1. FC Slovácko",2010-07-16,21.1616438356164
"2011",1988-02-09,"O","Jaroslav Starý","1. FC Slovácko",2010-07-16,22.4465753424658
"2011",1980-05-25,"O","Aleš Urbánek","1. FC Slovácko",2010-07-16,30.1616438356164
"2011",1985-10-23,"Z","Amadou Cissé","1. FC Slovácko",2010-07-16,24.7452054794521
"2011",1991-07-15,"Z","Vlastimil Daníček","1. FC Slovácko",2010-07-16,19.0164383561644
"2011",1983-12-09,"Z","Lukáš Fujerik","1. FC Slovácko",2010-07-16,26.6191780821918
"2011",1991-04-30,"Z","Filip Hlúpik","1. FC Slovácko",2010-07-16,19.2246575342466
"2011",1978-02-11,"Z","Michal Kordula","1. FC Slovácko",2010-07-16,32.4465753424658
"2011",1988-02-22,"Z","Jiří Perůtka","1. FC Slovácko",2010-07-16,22.4109589041096
"2011",1992-01-09,"Z","Jakub Svízela","1. FC Slovácko",2010-07-16,18.5287671232877
"2011",1983-01-04,"Z","Vít Valenta","1. FC Slovácko",2010-07-16,27.5479452054795
"2011",1988-02-14,"Z","Jiří Valenta","1. FC Slovácko",2010-07-16,22.4328767123288
"2011",1984-04-07,"Z","Ladislav Volešák","1. FC Slovácko",2010-07-16,26.2904109589041
"2011",1990-03-12,"U","Ilija Nestorovski","1. FC Slovácko",2010-07-16,20.358904109589
"2011",1988-04-30,"U","Václav Ondřejka","1. FC Slovácko",2010-07-16,22.2246575342466
"2011",1977-11-05,"U","Petr Švancara","1. FC Slovácko",2010-07-16,32.7150684931507
"2011",1986-08-13,"U","Radek Szmek","1. FC Slovácko",2010-07-16,23.9397260273973
"2010",1973-09-23,"B","Miroslav Filipko","1. FC Slovácko",2009-07-25,35.8602739726027
"2010",1985-05-06,"B","Josef Kubásek","1. FC Slovácko",2009-07-25,24.2356164383562
"2010",1979-04-09,"B","Petr Vašek","1. FC Slovácko",2009-07-25,30.3150684931507
"2010",1975-01-09,"O","René Formánek","1. FC Slovácko",2009-07-25,34.5643835616438
"2010",1990-01-13,"O","Tomáš Košút","1. FC Slovácko",2009-07-25,19.5424657534247
"2010",1987-06-22,"O","Lukáš Kubáň","1. FC Slovácko",2009-07-25,22.1068493150685
"2010",1984-04-01,"O","Martin Kuncl","1. FC Slovácko",2009-07-25,25.3315068493151
"2010",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2009-07-25,31.9698630136986
"2010",1974-12-23,"O","Tomáš Randa","1. FC Slovácko",2009-07-25,34.6109589041096
"2010",1982-11-29,"O","Jan Šimáček","1. FC Slovácko",2009-07-25,26.6712328767123
"2010",1984-01-17,"O","Peter Struhár","1. FC Slovácko",2009-07-25,25.5369863013699
"2010",1980-05-25,"O","Aleš Urbánek","1. FC Slovácko",2009-07-25,29.186301369863
"2010",1979-04-18,"Z","Tomáš Abrahám","1. FC Slovácko",2009-07-25,30.2904109589041
"2010",1983-12-09,"Z","Lukáš Fujerik","1. FC Slovácko",2009-07-25,25.6438356164384
"2010",1982-08-29,"Z","Michal Gonda","1. FC Slovácko",2009-07-25,26.9232876712329
"2010",1991-04-30,"Z","Filip Hlúpik","1. FC Slovácko",2009-07-25,18.2493150684931
"2010",1978-02-11,"Z","Michal Kordula","1. FC Slovácko",2009-07-25,31.4712328767123
"2010",1986-06-03,"Z","Cleber Nascimento","1. FC Slovácko",2009-07-25,23.158904109589
"2010",1988-02-22,"Z","Jiří Perůtka","1. FC Slovácko",2009-07-25,21.4356164383562
"2010",1985-07-22,"Z","Filip Racko","1. FC Slovácko",2009-07-25,24.0246575342466
"2010",1992-11-13,"Z","Václav Stráník","1. FC Slovácko",2009-07-25,16.7068493150685
"2010",1992-01-09,"Z","Jakub Svízela","1. FC Slovácko",2009-07-25,17.5534246575342
"2010",1983-01-04,"Z","Vít Valenta","1. FC Slovácko",2009-07-25,26.572602739726
"2010",1979-10-05,"Z","Lukáš Zelenka","1. FC Slovácko",2009-07-25,29.8246575342466
"2010",1980-02-24,"U","Aleš Chmelíček","1. FC Slovácko",2009-07-25,29.4356164383562
"2010",1989-09-10,"U","Milan Kerbr","1. FC Slovácko",2009-07-25,19.8849315068493
"2010",1988-01-12,"U","Radim Nečas","1. FC Slovácko",2009-07-25,21.5479452054795
"2010",1990-03-12,"U","Ilija Nestorovski","1. FC Slovácko",2009-07-25,19.3835616438356
"2010",1988-04-30,"U","Václav Ondřejka","1. FC Slovácko",2009-07-25,21.2493150684931
"2010",1982-09-04,"U","Ondřej Smetana","1. FC Slovácko",2009-07-25,26.9068493150685
"2010",1977-11-05,"U","Petr Švancara","1. FC Slovácko",2009-07-25,31.7397260273973
"2007",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2006-07-30,30.0630136986301
"2007",1987-08-18,"B","Tomáš Fryšták","1. FC Slovácko",2006-07-30,18.9616438356164
"2007",1981-03-16,"B","Václav Marek","1. FC Slovácko",2006-07-30,25.3890410958904
"2007",1985-12-22,"O","Vítězslav Brožík","1. FC Slovácko",2006-07-30,20.6164383561644
"2007",1981-11-28,"O","Tomáš Ineman","1. FC Slovácko",2006-07-30,24.6849315068493
"2007",1984-01-17,"O","Petr Kaspřák","1. FC Slovácko",2006-07-30,22.5479452054795
"2007",1987-06-22,"O","Lukáš Kubáň","1. FC Slovácko",2006-07-30,19.1178082191781
"2007",1986-02-16,"O","Pavel Malchárek","1. FC Slovácko",2006-07-30,20.4630136986301
"2007",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2006-07-30,28.9808219178082
"2007",1981-09-30,"O","Jan Rajnoch","1. FC Slovácko",2006-07-30,24.8465753424658
"2007",1982-11-29,"O","Jan Šimáček","1. FC Slovácko",2006-07-30,23.6821917808219
"2007",1985-01-21,"O","Petr Spazier","1. FC Slovácko",2006-07-30,21.5342465753425
"2007",1985-09-12,"O","Jiří Studík","1. FC Slovácko",2006-07-30,20.8931506849315
"2007",1974-04-28,"O","Darko Šuškavčevič","1. FC Slovácko",2006-07-30,32.2767123287671
"2007",1978-11-06,"O","Pavel Vrba","1. FC Slovácko",2006-07-30,27.7479452054795
"2007",1979-12-02,"Z","Tiago Consoni","1. FC Slovácko",2006-07-30,26.6767123287671
"2007",1981-12-19,"Z","Petr Dragoun","1. FC Slovácko",2006-07-30,24.627397260274
"2007",1985-07-09,"Z","Petr Filipský","1. FC Slovácko",2006-07-30,21.0712328767123
"2007",1983-05-02,"Z","Radek Görner","1. FC Slovácko",2006-07-30,23.2602739726027
"2007",1987-03-26,"Z","Ondřej Kúdela","1. FC Slovácko",2006-07-30,19.358904109589
"2007",1986-09-03,"Z","Ondřej Lysoněk","1. FC Slovácko",2006-07-30,19.9178082191781
"2007",1985-07-22,"Z","Filip Racko","1. FC Slovácko",2006-07-30,21.0356164383562
"2007",1978-12-24,"Z","Ferenc Róth","1. FC Slovácko",2006-07-30,27.6164383561644
"2007",1987-07-09,"Z","Zdeněk Šturma","1. FC Slovácko",2006-07-30,19.0712328767123
"2007",1987-03-10,"Z","Petr Stýskala","1. FC Slovácko",2006-07-30,19.4027397260274
"2007",1978-11-08,"Z","Martin Vozábal","1. FC Slovácko",2006-07-30,27.7424657534247
"2007",1986-07-09,"U","Jaroslav Diviš","1. FC Slovácko",2006-07-30,20.0712328767123
"2007",1986-04-20,"U","Ondřej Honka","1. FC Slovácko",2006-07-30,20.2904109589041
"2007",1983-11-26,"U","Milan Ivana","1. FC Slovácko",2006-07-30,22.6904109589041
"2007",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2006-07-30,30.4821917808219
"2007",1987-01-26,"U","Jakub Mareš","1. FC Slovácko",2006-07-30,19.5205479452055
"2007",1988-04-30,"U","Václav Ondřejka","1. FC Slovácko",2006-07-30,18.2602739726027
"2007",1985-06-13,"U","Pavel Vrána","1. FC Slovácko",2006-07-30,21.1424657534247
"2007",1985-02-12,"U","Róbert Zeher","1. FC Slovácko",2006-07-30,21.4739726027397
"2006",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2005-08-06,29.0821917808219
"2006",1974-11-09,"B","Miroslav Ondrůšek","1. FC Slovácko",2005-08-06,30.7616438356164
"2006",1981-05-26,"O","Jakub Bureš","1. FC Slovácko",2005-08-06,24.213698630137
"2006",1982-05-10,"O","Petr Čoupek","1. FC Slovácko",2005-08-06,23.2575342465753
"2006",1986-02-16,"O","Pavel Malchárek","1. FC Slovácko",2005-08-06,19.4821917808219
"2006",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2005-08-06,28
"2006",1969-02-13,"O","Jan Palinek","1. FC Slovácko",2005-08-06,36.5013698630137
"2006",1981-09-30,"O","Jan Rajnoch","1. FC Slovácko",2005-08-06,23.8657534246575
"2006",1974-04-28,"O","Darko Šuškavčevič","1. FC Slovácko",2005-08-06,31.2958904109589
"2006",1977-11-25,"O","Martin Švejnoha","1. FC Slovácko",2005-08-06,27.7150684931507
"2006",1977-12-19,"Z","Daniel Břežný","1. FC Slovácko",2005-08-06,27.6493150684932
"2006",1977-10-29,"Z","Jurej Czinege","1. FC Slovácko",2005-08-06,27.7890410958904
"2006",1985-07-09,"Z","Petr Filipský","1. FC Slovácko",2005-08-06,20.0904109589041
"2006",1987-03-26,"Z","Ondřej Kúdela","1. FC Slovácko",2005-08-06,18.3780821917808
"2006",1982-04-30,"Z","Mario Lička","1. FC Slovácko",2005-08-06,23.2849315068493
"2006",1986-09-03,"Z","Ondřej Lysoněk","1. FC Slovácko",2005-08-06,18.9369863013699
"2006",1978-07-17,"Z","Petr Pavlík","1. FC Slovácko",2005-08-06,27.0739726027397
"2006",1983-06-19,"Z","Milan Petržela","1. FC Slovácko",2005-08-06,22.1479452054795
"2006",1977-01-16,"Z","Tomáš Polách","1. FC Slovácko",2005-08-06,28.572602739726
"2006",1978-12-24,"Z","Ferenc Róth","1. FC Slovácko",2005-08-06,26.6356164383562
"2006",1984-06-17,"U","Ondřej Čtvrtníček","1. FC Slovácko",2005-08-06,21.1506849315068
"2006",1983-11-26,"U","Milan Ivana","1. FC Slovácko",2005-08-06,21.7095890410959
"2006",1977-09-05,"U","Jiří Kowalík","1. FC Slovácko",2005-08-06,27.9369863013699
"2006",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2005-08-06,29.5013698630137
"2006",1982-06-10,"U","Rudolf Obal","1. FC Slovácko",2005-08-06,23.172602739726
"2006",1983-01-27,"U","Michal Ordoš","1. FC Slovácko",2005-08-06,22.5397260273973
"2006",1982-10-24,"U","Zbyněk Pospěch","1. FC Slovácko",2005-08-06,22.8
"2006",1978-07-25,"U","Thomas Sowunmi","1. FC Slovácko",2005-08-06,27.0520547945205
"2005",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2004-08-08,28.0876712328767
"2005",1974-08-12,"B","Pavel Kováč","1. FC Slovácko",2004-08-08,30.0109589041096
"2005",1982-05-10,"O","Petr Čoupek","1. FC Slovácko",2004-08-08,22.2630136986301
"2005",1984-12-13,"O","Michal Kadlec","1. FC Slovácko",2004-08-08,19.6657534246575
"2005",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2004-08-08,27.0054794520548
"2005",1977-07-05,"O","Jan Nezmar","1. FC Slovácko",2004-08-08,27.1123287671233
"2005",1969-02-13,"O","Jan Palinek","1. FC Slovácko",2004-08-08,35.5068493150685
"2005",1984-05-08,"O","Václav Procházka","1. FC Slovácko",2004-08-08,20.2657534246575
"2005",1981-09-30,"O","Jan Rajnoch","1. FC Slovácko",2004-08-08,22.8712328767123
"2005",1977-11-25,"O","Martin Švejnoha","1. FC Slovácko",2004-08-08,26.7205479452055
"2005",1978-09-20,"Z","Martin Abraham","1. FC Slovácko",2004-08-08,25.9013698630137
"2005",1974-04-26,"Z","Richard Dostálek","1. FC Slovácko",2004-08-08,30.3068493150685
"2005",1985-07-09,"Z","Petr Filipský","1. FC Slovácko",2004-08-08,19.0958904109589
"2005",1976-07-29,"Z","Lukáš Jarolím","1. FC Slovácko",2004-08-08,28.0465753424658
"2005",1985-10-27,"Z","Daniel Kolář","1. FC Slovácko",2004-08-08,18.7945205479452
"2005",1987-03-26,"Z","Ondřej Kúdela","1. FC Slovácko",2004-08-08,17.3835616438356
"2005",1986-09-03,"Z","Ondřej Lysoněk","1. FC Slovácko",2004-08-08,17.9424657534247
"2005",1978-07-17,"Z","Petr Pavlík","1. FC Slovácko",2004-08-08,26.0794520547945
"2005",1983-06-19,"Z","Milan Petržela","1. FC Slovácko",2004-08-08,21.1534246575342
"2005",1977-01-16,"Z","Tomáš Polách","1. FC Slovácko",2004-08-08,27.5780821917808
"2005",1983-07-11,"Z","Lukáš Rohovský","1. FC Slovácko",2004-08-08,21.0931506849315
"2005",1984-06-17,"U","Ondřej Čtvrtníček","1. FC Slovácko",2004-08-08,20.1561643835616
"2005",1983-11-26,"U","Milan Ivana","1. FC Slovácko",2004-08-08,20.7150684931507
"2005",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2004-08-08,28.5068493150685
"2005",1982-06-10,"U","Rudolf Obal","1. FC Slovácko",2004-08-08,22.1780821917808
"2005",1983-01-27,"U","Michal Ordoš","1. FC Slovácko",2004-08-08,21.5452054794521
"2005",1982-10-24,"U","Zbyněk Pospěch","1. FC Slovácko",2004-08-08,21.8054794520548
"2005",1982-07-11,"U","Duško Stajič","1. FC Slovácko",2004-08-08,22.0931506849315
"2004",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2003-07-26,27.0493150684932
"2004",1974-08-12,"B","Pavol  Kováč","1. FC Slovácko",2003-07-26,28.972602739726
"2004",1979-04-11,"B","Lukáš  Macháček","1. FC Slovácko",2003-07-26,24.3068493150685
"2004",1981-05-26,"O","Jakub Bureš","1. FC Slovácko",2003-07-26,22.1808219178082
"2004",1982-05-10,"O","Petr Čoupek","1. FC Slovácko",2003-07-26,21.2246575342466
"2004",1982-05-02,"O","Csaba Horváth","1. FC Slovácko",2003-07-26,21.2465753424658
"2004",1984-12-13,"O","Michal Kadlec","1. FC Slovácko",2003-07-26,18.627397260274
"2004",1972-09-11,"O","Rastislav Kostka","1. FC Slovácko",2003-07-26,30.8904109589041
"2004",1984-07-14,"O","Petr Laga","1. FC Slovácko",2003-07-26,19.0438356164384
"2004",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2003-07-26,25.9671232876712
"2004",1977-07-05,"O","Jan Nezmar","1. FC Slovácko",2003-07-26,26.0739726027397
"2004",1969-02-13,"O","Jan Palinek","1. FC Slovácko",2003-07-26,34.4684931506849
"2004",1981-09-30,"O","Jan Rajnoch","1. FC Slovácko",2003-07-26,21.8328767123288
"2004",1981-04-24,"O","Veliče Šumulikoski","1. FC Slovácko",2003-07-26,22.2684931506849
"2004",1977-05-24,"O","Ivo Zbožínek","1. FC Slovácko",2003-07-26,26.1890410958904
"2004",1978-09-20,"Z","Martin Abraham","1. FC Slovácko",2003-07-26,24.8630136986301
"2004",1978-04-23,"Z","Ivan Dvořák","1. FC Slovácko",2003-07-26,25.2739726027397
"2004",1975-08-28,"Z","Josef Lukaštík","1. FC Slovácko",2003-07-26,27.9287671232877
"2004",1978-07-17,"Z","Petr Pavlík","1. FC Slovácko",2003-07-26,25.041095890411
"2004",1983-06-19,"Z","Milan Petržela","1. FC Slovácko",2003-07-26,20.1150684931507
"2004",1977-01-16,"Z","Tomáš Polách","1. FC Slovácko",2003-07-26,26.5397260273973
"2004",1976-02-27,"Z","Marek Seman","1. FC Slovácko",2003-07-26,27.427397260274
"2004",1976-06-09,"Z","Petr Slončík","1. FC Slovácko",2003-07-26,27.1452054794521
"2004",1981-11-04,"Z","David Šmahaj","1. FC Slovácko",2003-07-26,21.7369863013699
"2004",1974-04-23,"U","Václav Činčala","1. FC Slovácko",2003-07-26,29.2767123287671
"2004",1983-11-26,"U","Milan Ivana","1. FC Slovácko",2003-07-26,19.6767123287671
"2004",1977-09-05,"U","Jiří Kowalík","1. FC Slovácko",2003-07-26,25.9041095890411
"2004",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2003-07-26,27.4684931506849
"2004",1981-08-31,"U","Michal Meduna","1. FC Slovácko",2003-07-26,21.9150684931507
"2004",1983-05-25,"U","Tomáš Mica","1. FC Slovácko",2003-07-26,20.1835616438356
"2004",1982-07-11,"U","Duško Stajič","1. FC Slovácko",2003-07-26,21.0547945205479
"2003",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2002-07-24,26.0438356164384
"2003",1974-11-09,"B","Miroslav Ondrůšek","1. FC Slovácko",2002-07-24,27.7232876712329
"2003",1973-08-11,"O","Tomáš Gerich","1. FC Slovácko",2002-07-24,28.9698630136986
"2003",1982-05-02,"O","Csaba Horváth","1. FC Slovácko",2002-07-24,20.241095890411
"2003",1982-05-02,"O","Csaba Horvßth","1. FC Slovácko",2002-07-24,20.241095890411
"2003",1984-12-13,"O","Michal Kadlec","1. FC Slovácko",2002-07-24,17.6219178082192
"2003",1972-09-11,"O","Rastislav Kostka","1. FC Slovácko",2002-07-24,29.8849315068493
"2003",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2002-07-24,24.9616438356164
"2003",1969-02-13,"O","Jan Palinek","1. FC Slovácko",2002-07-24,33.4630136986301
"2003",1981-04-24,"O","Veliče Šumulikoski","1. FC Slovácko",2002-07-24,21.2630136986301
"2003",1974-02-16,"O","Roman Veselý","1. FC Slovácko",2002-07-24,28.4520547945205
"2003",1978-09-20,"Z","Martin Abraham","1. FC Slovácko",2002-07-24,23.8575342465753
"2003",1975-09-08,"Z","Petr Lysáček","1. FC Slovácko",2002-07-24,26.8931506849315
"2003",1977-01-16,"Z","Tomáš Polách","1. FC Slovácko",2002-07-24,25.5342465753425
"2003",1983-07-11,"Z","Lukáš Rohovský","1. FC Slovácko",2002-07-24,19.0493150684932
"2003",1976-02-27,"Z","Marek Seman","1. FC Slovácko",2002-07-24,26.4219178082192
"2003",1976-06-09,"Z","Petr Slončík","1. FC Slovácko",2002-07-24,26.1397260273973
"2003",1981-11-04,"Z","David Šmahaj","1. FC Slovácko",2002-07-24,20.7315068493151
"2003",1972-08-30,"Z","Tomáš Vajda","1. FC Slovácko",2002-07-24,29.9178082191781
"2003",1974-04-23,"U","Václav Činčala","1. FC Slovácko",2002-07-24,28.2712328767123
"2003",1977-09-05,"U","Jiří Kowalík","1. FC Slovácko",2002-07-24,24.8986301369863
"2003",1973-08-04,"U","Radim Krupník","1. FC Slovácko",2002-07-24,28.9890410958904
"2003",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2002-07-24,26.4630136986301
"2003",1981-08-31,"U","Michal Meduna","1. FC Slovácko",2002-07-24,20.9095890410959
"2003",1983-05-25,"U","Tomáš Mica","1. FC Slovácko",2002-07-24,19.1780821917808
"2003",1982-06-10,"U","Rudolf Obal","1. FC Slovácko",2002-07-24,20.1342465753425
"2003",1970-01-28,"U","Dalibor Slezák","1. FC Slovácko",2002-07-24,32.5068493150685
"2003",1986-01-05,"U","Ondřej Voříšek","1. FC Slovácko",2002-07-24,16.558904109589
"2002",1976-07-14,"B","Petr Drobisz","1. FC Slovácko",2001-07-28,25.0547945205479
"2002",1974-11-09,"B","Miroslav Ondrůšek","1. FC Slovácko",2001-07-28,26.7342465753425
"2002",1984-12-13,"O","Michal Kadlec","1. FC Slovácko",2001-07-28,16.6328767123288
"2002",1977-08-13,"O","Pavel Němčický","1. FC Slovácko",2001-07-28,23.972602739726
"2002",1969-02-13,"O","Jan Palinek","1. FC Slovácko",2001-07-28,32.4739726027397
"2002",1981-04-24,"O","Veliče Šumulikoski","1. FC Slovácko",2001-07-28,20.2739726027397
"2002",1976-04-09,"O","Jan Trousil","1. FC Slovácko",2001-07-28,25.3178082191781
"2002",1974-02-16,"O","Roman Veselý","1. FC Slovácko",2001-07-28,27.4630136986301
"2002",1978-09-20,"Z","Martin Abraham","1. FC Slovácko",2001-07-28,22.8684931506849
"2002",1978-07-29,"Z","Roman Dobeš","1. FC Slovácko",2001-07-28,23.013698630137
"2002",1977-01-16,"Z","Tomáš Polách","1. FC Slovácko",2001-07-28,24.5452054794521
"2002",1983-07-11,"Z","Lukáš Rohovský","1. FC Slovácko",2001-07-28,18.0602739726027
"2002",1976-06-09,"Z","Petr Slončík","1. FC Slovácko",2001-07-28,25.1506849315068
"2002",1972-08-30,"Z","Tomáš Vajda","1. FC Slovácko",2001-07-28,28.9287671232877
"2002",1978-03-28,"U","Lubomír Blaha","1. FC Slovácko",2001-07-28,23.3506849315068
"2002",1974-04-23,"U","Václav Činčala","1. FC Slovácko",2001-07-28,27.2821917808219
"2002",1977-09-05,"U","Jiří Kowalík","1. FC Slovácko",2001-07-28,23.9095890410959
"2002",1973-08-04,"U","Radim Krupník","1. FC Slovácko",2001-07-28,28
"2002",1976-02-12,"U","Vladimír Malár","1. FC Slovácko",2001-07-28,25.4739726027397
"2002",1981-08-31,"U","Michal Meduna","1. FC Slovácko",2001-07-28,19.9205479452055
