"season","dateBorn","position","playerName","team","dateSeasonStart","playerAgeYrs"
"2001",1977-11-24,"O","Jiří Rychlík","FC Viktoria Plzeň",2000-07-29,22.6931506849315
"2001",1977-11-25,"O","Martin Švejnoha","FC Viktoria Plzeň",2000-07-29,22.6904109589041
"2001",1978-06-27,"O","Benjamin Vomáčka","FC Viktoria Plzeň",2000-07-29,22.1041095890411
"2001",1980-09-13,"O","Tomáš Zápotočný","FC Viktoria Plzeň",2000-07-29,19.8876712328767
"2001",1974-12-26,"Z","Radek Čížek","FC Viktoria Plzeň",2000-07-29,25.6082191780822
"2001",1976-07-29,"Z","Lukáš Jarolím","FC Viktoria Plzeň",2000-07-29,24.0164383561644
"2001",1974-02-27,"Z","Radek Krejčík","FC Viktoria Plzeň",2000-07-29,26.4356164383562
"2001",1981-04-20,"Z","Tomáš Marek","FC Viktoria Plzeň",2000-07-29,19.2876712328767
"2001",1977-02-24,"Z","Jan Nečas","FC Viktoria Plzeň",2000-07-29,23.441095890411
"2001",1970-08-06,"Z","Róbert Novák","FC Viktoria Plzeň",2000-07-29,30
"2001",1974-11-29,"Z","Petr Podzemský","FC Viktoria Plzeň",2000-07-29,25.6821917808219
"2001",1977-05-08,"Z","Ivo Svoboda","FC Viktoria Plzeň",2000-07-29,23.241095890411
"2001",1983-06-26,"U","Pavel Fořt","FC Viktoria Plzeň",2000-07-29,17.1041095890411
"2001",1975-02-26,"U","Petr Kašták","FC Viktoria Plzeň",2000-07-29,25.4383561643836
"2001",1981-10-06,"U","Vlastimil Kožíšek","FC Viktoria Plzeň",2000-07-29,18.8246575342466
"2001",1979-08-28,"U","Jan Kraus","FC Viktoria Plzeň",2000-07-29,20.9342465753425
"2001",1975-10-11,"U","Marek Kulič","FC Viktoria Plzeň",2000-07-29,24.8164383561644
"2001",1980-01-31,"U","Tomáš Peteřík","FC Viktoria Plzeň",2000-07-29,20.5068493150685
"2001",1969-02-15,"U","Horst Siegl","FC Viktoria Plzeň",2000-07-29,31.4712328767123
"2001",1978-01-22,"U","Petr Smíšek","FC Viktoria Plzeň",2000-07-29,22.5315068493151
"2001",1972-09-25,"-","Jiří Antoš","FC Viktoria Plzeň",2000-07-29,27.8602739726027
"2001",1970-06-20,"-","Zdeněk Bečka","FC Viktoria Plzeň",2000-07-29,30.1287671232877
"2001",1976-01-25,"-","Vladimír Chaloupka","FC Viktoria Plzeň",2000-07-29,24.5260273972603
"2001",1976-11-08,"-","Jurij Chrijenko","FC Viktoria Plzeň",2000-07-29,23.7369863013699
"2001",1968-04-01,"-","Libor Čihák","FC Viktoria Plzeň",2000-07-29,32.3479452054795
"2001",1978-01-12,"-","David Filinger","FC Viktoria Plzeň",2000-07-29,22.558904109589
"2001",1973-06-12,"-","Aleš Jindra","FC Viktoria Plzeň",2000-07-29,27.1479452054795
"2001",1983-04-17,"-","Ondřej Král","FC Viktoria Plzeň",2000-07-29,17.2958904109589
"2001",1979-02-24,"-","Fabio C. Montezine","FC Viktoria Plzeň",2000-07-29,21.441095890411
"2001",1979-02-24,"-","Fabio Cesar Montezine","FC Viktoria Plzeň",2000-07-29,21.441095890411
"2001",1975-08-26,"-","Peter Mráz","FC Viktoria Plzeň",2000-07-29,24.9424657534247
"2001",1979-08-25,"-","Marek Mucha","FC Viktoria Plzeň",2000-07-29,20.9424657534247
"2001",1979-01-11,"-","David Novák","FC Viktoria Plzeň",2000-07-29,21.5616438356164
"2001",1979-03-05,"-","Václav Pěchouček","FC Viktoria Plzeň",2000-07-29,21.4164383561644
"2001",1981-02-16,"-","Jaroslav Šedivec","FC Viktoria Plzeň",2000-07-29,19.4602739726027
"2001",1970-08-28,"-","Daniel Šmejkal","FC Viktoria Plzeň",2000-07-29,29.9397260273973
"2001",1973-08-30,"-","Marcel Švejdík","FC Viktoria Plzeň",2000-07-29,26.9315068493151
"2001",1980-07-24,"-","Ondřej Zapomněl","FC Viktoria Plzeň",2000-07-29,20.027397260274
"1999",1973-02-16,"B","Radek Havel","FC Viktoria Plzeň",1998-08-03,25.4767123287671
"1999",1978-09-12,"O","Lukáš Došek","FC Viktoria Plzeň",1998-08-03,19.9041095890411
"1999",1977-05-21,"O","Lukáš Pleško","FC Viktoria Plzeň",1998-08-03,21.2164383561644
"1999",1977-11-25,"O","Martin Švejnoha","FC Viktoria Plzeň",1998-08-03,20.7013698630137
"1999",1975-07-14,"O","Jan Velkoborský","FC Viktoria Plzeň",1998-08-03,23.0712328767123
"1999",1966-03-23,"Z",",ing. Jiří Studeník","FC Viktoria Plzeň",1998-08-03,32.386301369863
"1999",1978-09-12,"U","Tomáš Došek","FC Viktoria Plzeň",1998-08-03,19.9041095890411
"1999",1978-01-22,"U","Petr Smíšek","FC Viktoria Plzeň",1998-08-03,20.5424657534247
"1999",1970-06-20,"-","Zdeněk Bečka","FC Viktoria Plzeň",1998-08-03,28.1397260273973
"1999",1971-04-20,"-","Jaroslav Diepold","FC Viktoria Plzeň",1998-08-03,27.3068493150685
"1999",1976-02-01,"-","Pavel Dobrý","FC Viktoria Plzeň",1998-08-03,22.5178082191781
"1999",1971-09-26,"-","Dejan Drenovac","FC Viktoria Plzeň",1998-08-03,26.8712328767123
"1999",1974-03-22,"-","Petr Hlavsa","FC Viktoria Plzeň",1998-08-03,24.3835616438356
"1999",1969-10-12,"-","Miroslav Janota","FC Viktoria Plzeň",1998-08-03,28.827397260274
"1999",1965-01-14,"-","Pavel Mejdr","FC Viktoria Plzeň",1998-08-03,33.572602739726
"1999",1967-04-22,"-","Miroslav Mika","FC Viktoria Plzeň",1998-08-03,31.3041095890411
"1999",1979-01-11,"-","David Novák","FC Viktoria Plzeň",1998-08-03,19.572602739726
"1999",1969-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1998-08-03,28.9205479452055
"1999",1981-02-16,"-","Jaroslav Šedivec","FC Viktoria Plzeň",1998-08-03,17.4712328767123
"1999",1965-08-18,"-","Miloš Slabý","FC Viktoria Plzeň",1998-08-03,32.9808219178082
"1999",1970-11-15,"-","Libor Smetana","FC Viktoria Plzeň",1998-08-03,27.7342465753425
"1999",1973-08-30,"-","Marcel Švejdík","FC Viktoria Plzeň",1998-08-03,24.9424657534247
"1999",1976-03-21,"-","Dejan Vrajič","FC Viktoria Plzeň",1998-08-03,22.3835616438356
"1999",1980-07-24,"-","Ondřej Zapomněl","FC Viktoria Plzeň",1998-08-03,18.0383561643836
"1998",1973-02-16,"B","Radek Havel","FC Viktoria Plzeň",1997-08-02,24.4739726027397
"1998",1969-06-08,"B","Jiří Vosyka","FC Viktoria Plzeň",1997-08-02,28.1698630136986
"1998",1978-09-12,"O","Lukáš Došek","FC Viktoria Plzeň",1997-08-02,18.9013698630137
"1998",1977-05-21,"O","Lukáš Pleško","FC Viktoria Plzeň",1997-08-02,20.213698630137
"1998",1977-11-25,"O","Martin Švejnoha","FC Viktoria Plzeň",1997-08-02,19.6986301369863
"1998",1975-07-14,"O","Jan Velkoborský","FC Viktoria Plzeň",1997-08-02,22.0684931506849
"1998",1976-12-28,"Z","Patrik Ježek","FC Viktoria Plzeň",1997-08-02,20.6082191780822
"1998",1973-10-10,"Z","Jiří Skála","FC Viktoria Plzeň",1997-08-02,23.827397260274
"1998",1966-03-23,"Z",",ing. Jiří Studeník","FC Viktoria Plzeň",1997-08-02,31.3835616438356
"1998",1978-09-12,"U","Tomáš Došek","FC Viktoria Plzeň",1997-08-02,18.9013698630137
"1998",1978-01-22,"U","Martin Smíšek","FC Viktoria Plzeň",1997-08-02,19.5397260273973
"1998",1978-01-22,"U","Petr Smíšek","FC Viktoria Plzeň",1997-08-02,19.5397260273973
"1998",1969-04-15,"-","Michal Drahorád","FC Viktoria Plzeň",1997-08-02,28.3178082191781
"1998",1971-09-26,"-","Dejan Drenovac","FC Viktoria Plzeň",1997-08-02,25.8684931506849
"1998",1969-11-23,"-","Tomáš Heřman","FC Viktoria Plzeň",1997-08-02,27.7095890410959
"1998",1974-03-22,"-","Petr Hlavsa","FC Viktoria Plzeň",1997-08-02,23.3808219178082
"1998",1968-05-22,"-","Martin Hřídel","FC Viktoria Plzeň",1997-08-02,29.2164383561644
"1998",1969-10-12,"-","Miroslav Janota","FC Viktoria Plzeň",1997-08-02,27.8246575342466
"1998",1980-05-09,"-","Petr Kopp","FC Viktoria Plzeň",1997-08-02,17.2438356164384
"1998",1965-01-14,"-","Pavel Mejdr","FC Viktoria Plzeň",1997-08-02,32.5698630136986
"1998",1967-04-22,"-","Miroslav Mika","FC Viktoria Plzeň",1997-08-02,30.3013698630137
"1998",1979-01-11,"-","David Novák","FC Viktoria Plzeň",1997-08-02,18.5698630136986
"1998",1969-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1997-08-02,27.9178082191781
"1998",1965-08-18,"-","Miloš Slabý","FC Viktoria Plzeň",1997-08-02,31.9780821917808
"1998",1970-11-15,"-","Libor Smetana","FC Viktoria Plzeň",1997-08-02,26.7315068493151
"1998",1966-03-23,"-","Jiří Studeník","FC Viktoria Plzeň",1997-08-02,31.3835616438356
"1998",1973-08-30,"-","Marcel Švejdík","FC Viktoria Plzeň",1997-08-02,23.9397260273973
"1997",1973-02-16,"B","Radek Havel","FC Viktoria Plzeň",1996-08-12,23.5013698630137
"1997",1969-06-08,"B","Jiří Vosyka","FC Viktoria Plzeň",1996-08-12,27.1972602739726
"1997",1977-05-21,"O","Lukáš Pleško","FC Viktoria Plzeň",1996-08-12,19.241095890411
"1997",1977-11-25,"O","Martin Švejnoha","FC Viktoria Plzeň",1996-08-12,18.7260273972603
"1997",1975-07-14,"O","Jan Velkoborský","FC Viktoria Plzeň",1996-08-12,21.0958904109589
"1997",1973-10-18,"O","Petr Vlček","FC Viktoria Plzeň",1996-08-12,22.8328767123288
"1997",1976-12-28,"Z","Patrik Ježek","FC Viktoria Plzeň",1996-08-12,19.6356164383562
"1997",1974-12-14,"Z","Jaromír Plocek","FC Viktoria Plzeň",1996-08-12,21.6767123287671
"1997",1973-10-10,"Z","Jiří Skála","FC Viktoria Plzeň",1996-08-12,22.8547945205479
"1997",1978-01-22,"U","Petr Smíšek","FC Viktoria Plzeň",1996-08-12,18.5671232876712
"1997",1970-06-20,"-","Zdeněk Bečka","FC Viktoria Plzeň",1996-08-12,26.1643835616438
"1997",1969-04-15,"-","Michal Drahorád","FC Viktoria Plzeň",1996-08-12,27.3452054794521
"1997",1969-11-23,"-","Tomáš Heřman","FC Viktoria Plzeň",1996-08-12,26.7369863013699
"1997",1968-05-22,"-","Martin Hřídel","FC Viktoria Plzeň",1996-08-12,28.2438356164384
"1997",1969-10-12,"-","Miroslav Janota","FC Viktoria Plzeň",1996-08-12,26.8520547945205
"1997",1973-11-18,"-","Martin Kulhánek","FC Viktoria Plzeň",1996-08-12,22.7479452054795
"1997",1967-04-22,"-","Miroslav Mika","FC Viktoria Plzeň",1996-08-12,29.3287671232877
"1997",1978-06-24,"-","Vladimír Myslík","FC Viktoria Plzeň",1996-08-12,18.1479452054795
"1997",1973-11-18,"-","Vladimír Myslík","FC Viktoria Plzeň",1996-08-12,22.7479452054795
"1997",1960-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1996-08-12,35.9506849315068
"1997",1969-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1996-08-12,26.9452054794521
"1997",1965-08-18,"-","Miloš Slabý","FC Viktoria Plzeň",1996-08-12,31.0054794520548
"1997",1970-11-15,"-","Libor Smetana","FC Viktoria Plzeň",1996-08-12,25.758904109589
"1997",1975-08-30,"-","Petr Stoilov","FC Viktoria Plzeň",1996-08-12,20.9671232876712
"1997",1966-03-23,"-","Jiří Studeník","FC Viktoria Plzeň",1996-08-12,30.4109589041096
"1997",1973-08-30,"-","Marcel Švejdík","FC Viktoria Plzeň",1996-08-12,22.9671232876712
"1996",1970-05-24,"B","Michal Čaloun","FC Viktoria Plzeň",1995-07-31,25.2027397260274
"1996",1973-02-16,"B","Radek Havel","FC Viktoria Plzeň",1995-07-31,22.4657534246575
"1996",1975-07-14,"O","Jan Velkoborský","FC Viktoria Plzeň",1995-07-31,20.0602739726027
"1996",1973-10-18,"O","Petr Vlček","FC Viktoria Plzeň",1995-07-31,21.7972602739726
"1996",1972-08-30,"Z","Roman Janoušek","FC Viktoria Plzeň",1995-07-31,22.9315068493151
"1996",1976-12-28,"Z","Patrik Ježek","FC Viktoria Plzeň",1995-07-31,18.6
"1996",1974-12-14,"Z","Jaromír Plocek","FC Viktoria Plzeň",1995-07-31,20.641095890411
"1996",1973-10-10,"Z","Jiří Skála","FC Viktoria Plzeň",1995-07-31,21.8191780821918
"1996",1966-03-23,"Z",",ing. Jiří Studeník","FC Viktoria Plzeň",1995-07-31,29.3753424657534
"1996",1970-06-20,"-","Zdeněk Bečka","FC Viktoria Plzeň",1995-07-31,25.1287671232877
"1996",1968-04-01,"-","Libor Čihák","FC Viktoria Plzeň",1995-07-31,27.3479452054795
"1996",1969-04-15,"-","Michal Drahorád","FC Viktoria Plzeň",1995-07-31,26.3095890410959
"1996",1977-08-10,"-","Milan Herman","FC Viktoria Plzeň",1995-07-31,17.9835616438356
"1996",1969-11-23,"-","Tomáš Heřman","FC Viktoria Plzeň",1995-07-31,25.7013698630137
"1996",1976-01-22,"-","Jiří Hrubý","FC Viktoria Plzeň",1995-07-31,19.5342465753425
"1996",1969-10-12,"-","Miroslav Janota","FC Viktoria Plzeň",1995-07-31,25.8164383561644
"1996",1978-10-09,"-","Dalibor Kostohryz","FC Viktoria Plzeň",1995-07-31,16.8191780821918
"1996",1978-11-26,"-","Václav Koudela","FC Viktoria Plzeň",1995-07-31,16.6876712328767
"1996",1973-04-26,"-","Petr Královec","FC Viktoria Plzeň",1995-07-31,22.2767123287671
"1996",1973-11-18,"-","Martin Kulhánek","FC Viktoria Plzeň",1995-07-31,21.7123287671233
"1996",1967-04-22,"-","Miroslav Mika","FC Viktoria Plzeň",1995-07-31,28.2931506849315
"1996",1978-06-24,"-","Vladimír Myslík","FC Viktoria Plzeň",1995-07-31,17.1123287671233
"1996",1969-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1995-07-31,25.9095890410959
"1996",1977-05-18,"-","Jiří Šanda","FC Viktoria Plzeň",1995-07-31,18.213698630137
"1996",1965-08-18,"-","Miloš Slabý","FC Viktoria Plzeň",1995-07-31,29.9698630136986
"1996",1978-08-10,"-","Václav Ušák","FC Viktoria Plzeň",1995-07-31,16.9835616438356
"1996",1975-11-07,"-","Pavel Vaigl","FC Viktoria Plzeň",1995-07-31,19.7424657534247
"1995",1970-05-24,"B","Michal Čaloun","FC Viktoria Plzeň",1994-08-08,24.2246575342466
"1995",1973-02-16,"B","Radek Havel","FC Viktoria Plzeň",1994-08-08,21.4876712328767
"1995",1973-10-18,"O","Petr Vlček","FC Viktoria Plzeň",1994-08-08,20.8191780821918
"1995",1972-08-30,"Z","Roman Janoušek","FC Viktoria Plzeň",1994-08-08,21.9534246575342
"1995",1976-12-28,"Z","Patrik Ježek","FC Viktoria Plzeň",1994-08-08,17.6219178082192
"1995",1974-12-14,"Z","Jaromír Plocek","FC Viktoria Plzeň",1994-08-08,19.6630136986301
"1995",1973-10-10,"Z","Jiří Skála","FC Viktoria Plzeň",1994-08-08,20.841095890411
"1995",1974-05-12,"U","Robert Vágner","FC Viktoria Plzeň",1994-08-08,20.2547945205479
"1995",1970-06-20,"-","Zdeněk Bečka","FC Viktoria Plzeň",1994-08-08,24.1506849315068
"1995",1968-04-01,"-","Libor Čihák","FC Viktoria Plzeň",1994-08-08,26.3698630136986
"1995",1971-04-20,"-","Jaroslav Diepold","FC Viktoria Plzeň",1994-08-08,23.3178082191781
"1995",1969-11-23,"-","Tomáš Heřman","FC Viktoria Plzeň",1994-08-08,24.7232876712329
"1995",1969-10-12,"-","Miroslav Janota","FC Viktoria Plzeň",1994-08-08,24.8383561643836
"1995",1973-06-12,"-","Aleš Jindra","FC Viktoria Plzeň",1994-08-08,21.1698630136986
"1995",1973-04-26,"-","Petr Královec","FC Viktoria Plzeň",1994-08-08,21.2986301369863
"1995",1967-04-22,"-","Miroslav Mika","FC Viktoria Plzeň",1994-08-08,27.3150684931507
"1995",1962-11-04,"-","Rudolf Pavlík","FC Viktoria Plzeň",1994-08-08,31.7808219178082
"1995",1964-01-20,"-","Petr Podaný","FC Viktoria Plzeň",1994-08-08,30.5698630136986
"1995",1969-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1994-08-08,24.9315068493151
"1995",1972-02-05,"-","František Šambergr","FC Viktoria Plzeň",1994-08-08,22.5205479452055
"1995",1977-05-18,"-","Jiří Šanda","FC Viktoria Plzeň",1994-08-08,17.2356164383562
"1995",1965-08-18,"-","Miloš Slabý","FC Viktoria Plzeň",1994-08-08,28.9917808219178
"1995",1966-03-23,"-","Jiří Studeník","FC Viktoria Plzeň",1994-08-08,28.3972602739726
"1994",1970-05-24,"B","Michal Čaloun","FC Viktoria Plzeň",1993-08-15,23.2438356164384
"1994",1973-10-18,"O","Petr Vlček","FC Viktoria Plzeň",1993-08-15,19.8383561643836
"1994",1973-10-10,"Z","Jiří Skála","FC Viktoria Plzeň",1993-08-15,19.8602739726027
"1994",1974-05-12,"U","Robert Vágner","FC Viktoria Plzeň",1993-08-15,19.2739726027397
"1994",1970-06-20,"-","Zdeněk Bečka","FC Viktoria Plzeň",1993-08-15,23.1698630136986
"1994",1971-04-20,"-","Jaroslav Diepold","FC Viktoria Plzeň",1993-08-15,22.3369863013699
"1994",1969-04-15,"-","Michal Drahorád","FC Viktoria Plzeň",1993-08-15,24.3506849315068
"1994",1969-11-23,"-","Tomáš Heřman","FC Viktoria Plzeň",1993-08-15,23.7424657534247
"1994",1969-10-12,"-","Miroslav Janota","FC Viktoria Plzeň",1993-08-15,23.8575342465753
"1994",1963-10-26,"-","Luděk Kopřiva","FC Viktoria Plzeň",1993-08-15,29.8246575342466
"1994",1967-04-22,"-","Miroslav Mika","FC Viktoria Plzeň",1993-08-15,26.3342465753425
"1994",1969-09-08,"-","Stanislav Purkart","FC Viktoria Plzeň",1993-08-15,23.9506849315068
"1994",1972-09-29,"-","Jiří Šámal","FC Viktoria Plzeň",1993-08-15,20.8904109589041
"1994",1972-02-05,"-","František Šambergr","FC Viktoria Plzeň",1993-08-15,21.5397260273973
"1994",1965-08-18,"-","Miloš Slabý","FC Viktoria Plzeň",1993-08-15,28.0109589041096
"1994",1970-08-28,"-","Daniel Šmejkal","FC Viktoria Plzeň",1993-08-15,22.9808219178082
"1994",1965-03-17,"-","Dušan Susko","FC Viktoria Plzeň",1993-08-15,28.4328767123288
"1994",1973-08-30,"-","Marcel Švejdík","FC Viktoria Plzeň",1993-08-15,19.972602739726
"1994",1969-08-17,"-","Jaroslav Tesař","FC Viktoria Plzeň",1993-08-15,24.0109589041096
"2013",1972-12-29,"B","Jaromír Blažek","FC Vysočina Jihlava",2012-07-27,39.6027397260274
"2013",1988-04-28,"B","Jan Hanuš","FC Vysočina Jihlava",2012-07-27,24.2630136986301
"2013",1979-06-13,"O","Peter Čvirik","FC Vysočina Jihlava",2012-07-27,33.1452054794521
"2013",1986-10-14,"O","Petar Gavrić","FC Vysočina Jihlava",2012-07-27,25.8027397260274
"2013",1984-11-07,"O","Tomáš Josl","FC Vysočina Jihlava",2012-07-27,27.7369863013699
"2013",1985-11-23,"O","Milan Kopic","FC Vysočina Jihlava",2012-07-27,26.6931506849315
"2013",1992-08-11,"O","Lukáš Kryštůfek","FC Vysočina Jihlava",2012-07-27,19.972602739726
"2013",1992-06-07,"O","Michal Leibl","FC Vysočina Jihlava",2012-07-27,20.1506849315068
"2013",1982-07-08,"O","Igor Obert","FC Vysočina Jihlava",2012-07-27,30.0739726027397
"2013",1988-05-27,"O","Jan Šilinger","FC Vysočina Jihlava",2012-07-27,24.1835616438356
"2013",1983-04-26,"O","Ondřej Šourek","FC Vysočina Jihlava",2012-07-27,29.2739726027397
"2013",1986-01-12,"O","Petr Tlustý","FC Vysočina Jihlava",2012-07-27,26.5561643835616
"2013",1987-04-11,"Z","Marek Jungr","FC Vysočina Jihlava",2012-07-27,25.3123287671233
"2013",1986-06-21,"Z","Karol Karlík","FC Vysočina Jihlava",2012-07-27,26.1178082191781
"2013",1993-09-01,"Z","Jan Kliment","FC Vysočina Jihlava",2012-07-27,18.9150684931507
"2013",1976-04-13,"Z","Václav Koloušek","FC Vysočina Jihlava",2012-07-27,36.3123287671233
"2013",1992-02-03,"Z","Jan Kosak","FC Vysočina Jihlava",2012-07-27,20.4931506849315
"2013",1991-07-20,"Z","Tomáš Kučera","FC Vysočina Jihlava",2012-07-27,21.0356164383562
"2013",1981-04-20,"Z","Tomáš Marek","FC Vysočina Jihlava",2012-07-27,31.2904109589041
"2013",1993-02-12,"Z","Lukáš Masopust","FC Vysočina Jihlava",2012-07-27,19.4657534246575
"2013",1983-02-15,"Z","Tomáš Rada","FC Vysočina Jihlava",2012-07-27,29.4657534246575
"2013",1991-08-24,"Z","Václav Tomeček","FC Vysočina Jihlava",2012-07-27,20.9397260273973
"2013",1983-06-06,"Z","Lukáš Vaculík","FC Vysočina Jihlava",2012-07-27,29.1616438356164
"2013",1990-07-04,"U","Muris Mešanovic","FC Vysočina Jihlava",2012-07-27,22.0794520547945
"2013",1980-08-29,"U","Tomáš Sedláček","FC Vysočina Jihlava",2012-07-27,31.9315068493151
"2013",1990-09-19,"U","Arnold Šimonek","FC Vysočina Jihlava",2012-07-27,21.8684931506849
"2013",1991-03-09,"U","David Vaněček","FC Vysočina Jihlava",2012-07-27,21.4
"2013",1991-02-10,"U","Václav Vašíček","FC Vysočina Jihlava",2012-07-27,21.4739726027397
"2006",1970-09-22,"B","Libor Macháček","FC Vysočina Jihlava",2005-08-06,34.8958904109589
"2006",1975-11-03,"B","Branislav Rzeszoto","FC Vysočina Jihlava",2005-08-06,29.7780821917808
"2006",1983-10-13,"B","Petr Tulis","FC Vysočina Jihlava",2005-08-06,21.8301369863014
"2006",1975-06-27,"B","Michal Vorel","FC Vysočina Jihlava",2005-08-06,30.1315068493151
"2006",1978-10-16,"O","Pavel Bartoš","FC Vysočina Jihlava",2005-08-06,26.8246575342466
"2006",1982-05-15,"O","Michal Demeter","FC Vysočina Jihlava",2005-08-06,23.2438356164384
"2006",1984-03-25,"O","Petr Heide","FC Vysočina Jihlava",2005-08-06,21.3808219178082
"2006",1976-05-06,"O","Michal Kadlec","FC Vysočina Jihlava",2005-08-06,29.2712328767123
"2006",1985-11-23,"O","Milan Kopic","FC Vysočina Jihlava",2005-08-06,19.7150684931507
"2006",1983-04-26,"O","Ondřej Šourek","FC Vysočina Jihlava",2005-08-06,22.2958904109589
"2006",1978-05-18,"O","Pavel Vojtíšek","FC Vysočina Jihlava",2005-08-06,27.2383561643836
"2006",1982-03-13,"Z","Jiří Liška","FC Vysočina Jihlava",2005-08-06,23.4164383561644
"2006",1978-02-07,"Z","Michal Lovětínský","FC Vysočina Jihlava",2005-08-06,27.5123287671233
"2006",1982-08-21,"Z","Jiří Malínek","FC Vysočina Jihlava",2005-08-06,22.9753424657534
"2006",1982-06-08,"Z","Michal Pacholík","FC Vysočina Jihlava",2005-08-06,23.1780821917808
"2006",1985-03-20,"Z","Jan Štohanzl","FC Vysočina Jihlava",2005-08-06,20.3945205479452
"2006",1977-05-08,"Z","Ivo Svoboda","FC Vysočina Jihlava",2005-08-06,28.2657534246575
"2006",1980-10-28,"Z","Michal Veselý","FC Vysočina Jihlava",2005-08-06,24.7890410958904
"2006",1974-11-09,"Z","Petr Vladyka","FC Vysočina Jihlava",2005-08-06,30.7616438356164
"2006",1975-08-05,"Z","Marek Zúbek","FC Vysočina Jihlava",2005-08-06,30.0246575342466
"2006",1978-04-03,"U","Tomáš Kaplan","FC Vysočina Jihlava",2005-08-06,27.3616438356164
"2006",1976-09-21,"U","Luboš Perniš","FC Vysočina Jihlava",2005-08-06,28.8931506849315
"2006",1985-09-28,"U","Vladimír Peška","FC Vysočina Jihlava",2005-08-06,19.8684931506849
"2006",1982-12-13,"U","Vladimír Vácha","FC Vysočina Jihlava",2005-08-06,22.6630136986301
"2013",1980-12-18,"B","Martin Doležal","FC Zbrojovka Brno",2012-07-27,31.627397260274
"2013",1990-11-14,"B","Václav Hladký","FC Zbrojovka Brno",2012-07-27,21.7150684931507
"2013",1987-02-17,"B","Radek Petr","FC Zbrojovka Brno",2012-07-27,25.4575342465753
"2013",1993-01-07,"O","Muamer Avdič","FC Zbrojovka Brno",2012-07-27,19.5643835616438
"2013",1992-08-06,"O","Jakub Brabec","FC Zbrojovka Brno",2012-07-27,19.986301369863
"2013",1992-07-11,"O","Petr Buchta","FC Zbrojovka Brno",2012-07-27,20.0575342465753
"2013",1985-02-01,"O","Martin Husár","FC Zbrojovka Brno",2012-07-27,27.5013698630137
"2013",1990-07-22,"O","Alois Hyčka","FC Zbrojovka Brno",2012-07-27,22.0301369863014
"2013",1986-09-12,"O","Miroslav Král","FC Zbrojovka Brno",2012-07-27,25.8904109589041
"2013",1989-10-27,"O","David Pašek","FC Zbrojovka Brno",2012-07-27,22.7643835616438
"2013",1990-06-16,"O","Luděk Pernica","FC Zbrojovka Brno",2012-07-27,22.1287671232877
"2013",1987-06-13,"O","Josip Šoljić","FC Zbrojovka Brno",2012-07-27,25.1397260273973
"2013",1992-07-08,"Z","Lamine Fall","FC Zbrojovka Brno",2012-07-27,20.0657534246575
"2013",1985-11-24,"Z","Tomáš Frejlach","FC Zbrojovka Brno",2012-07-27,26.6904109589041
"2013",1988-07-21,"Z","Petr Glaser","FC Zbrojovka Brno",2012-07-27,24.0328767123288
"2013",1986-09-18,"Z","Lukáš Křeček","FC Zbrojovka Brno",2012-07-27,25.8739726027397
"2013",1993-02-22,"Z","Tomáš Kunc","FC Zbrojovka Brno",2012-07-27,19.4383561643836
"2013",1993-08-06,"Z","Milan Lutonský","FC Zbrojovka Brno",2012-07-27,18.986301369863
"2013",1983-06-25,"Z","Pavel Mezlík","FC Zbrojovka Brno",2012-07-27,29.1095890410959
"2013",1992-03-05,"Z","Daniel Přerovský","FC Zbrojovka Brno",2012-07-27,20.4082191780822
"2013",1989-05-08,"Z","Martin Sus","FC Zbrojovka Brno",2012-07-27,23.2356164383562
"2013",1978-04-30,"Z","Pavel Zavadil","FC Zbrojovka Brno",2012-07-27,34.2657534246575
"2013",1988-01-05,"U","Milan Halaška","FC Zbrojovka Brno",2012-07-27,24.5753424657534
"2013",1980-04-27,"U","Karel Kroupa","FC Zbrojovka Brno",2012-07-27,32.2712328767123
"2013",1989-11-04,"U","Miroslav Markovič","FC Zbrojovka Brno",2012-07-27,22.7424657534247
"2013",1988-03-01,"U","Michal Škoda","FC Zbrojovka Brno",2012-07-27,24.4219178082192
"2013",1992-06-23,"U","Jindřich Stehlík","FC Zbrojovka Brno",2012-07-27,20.1068493150685
"2013",1977-11-05,"U","Petr Švancara","FC Zbrojovka Brno",2012-07-27,34.7479452054795
"2013",1993-05-17,"U","Mohamed Traore","FC Zbrojovka Brno",2012-07-27,19.2082191780822
"2011",1978-09-27,"B","Tomáš Bureš","FC Zbrojovka Brno",2010-07-16,31.8219178082192
"2011",1985-10-27,"B","Lukáš Krbeček","FC Zbrojovka Brno",2010-07-16,24.7342465753425
"2011",1982-09-16,"B","Martin Lejsal","FC Zbrojovka Brno",2010-07-16,27.8493150684932
"2011",1990-02-07,"O","Vladica Brdarovski","FC Zbrojovka Brno",2010-07-16,20.4493150684931
"2011",1989-04-22,"O","Radek Buchta","FC Zbrojovka Brno",2010-07-16,21.2465753424658
"2011",1987-06-04,"O","Jakub Červinek","FC Zbrojovka Brno",2010-07-16,23.1315068493151
"2011",1982-05-10,"O","Petr Čoupek","FC Zbrojovka Brno",2010-07-16,28.2027397260274
